example_id,baseline_correct,treatment_correct,baseline_chars,treatment_chars,baseline_tokens,treatment_tokens,baseline_parsed,treatment_parsed
gsm8k-test-00396-5012767a,0,0,74,40,288,288,4,1
gsm8k-test-00397-3d994447,0,0,70,9,288,262,200,10
gsm8k-test-00398-661e0315,0,0,32,46,288,276,0.33333333333333333333333333333,2
gsm8k-test-00399-bfa0079a,0,0,107,130,288,288,5,30
gsm8k-test-00400-866167cc,0,0,75,61,288,288,16,10
gsm8k-test-00401-74ce8d7c,0,0,70,60,288,288,100,600
gsm8k-test-00402-5a23c894,0,0,82,91,288,288,1000,3
gsm8k-test-00403-b201eb64,0,0,77,69,288,288,10,10
gsm8k-test-00404-cb156ee5,0,0,106,65,288,288,100,10000000
gsm8k-test-00405-b6ce335d,0,0,4,6,261,263,20,10.00
gsm8k-test-00406-a91cd4bd,0,0,32,71,288,288,1000000000000000000000000000000,100
gsm8k-test-00407-1cb038ac,0,0,77,73,288,288,1,1000
gsm8k-test-00408-e4de7967,0,0,79,81,288,288,12,16
gsm8k-test-00409-4dda1bd5,0,0,115,134,288,288,2,10
gsm8k-test-00410-3af5503a,0,0,106,84,288,288,10,1.50
gsm8k-test-00411-853e23e6,0,0,5,61,262,288,600,100
gsm8k-test-00412-31020987,0,0,4,4,261,261,30,12
gsm8k-test-00413-2bbdc98e,0,0,100,95,288,288,5,16
gsm8k-test-00414-60082e62,0,0,83,63,288,288,1,400
gsm8k-test-00415-165cf68a,0,0,4,4,261,261,17,17
gsm8k-test-00416-c03ea86a,0,0,87,92,288,288,304,304
gsm8k-test-00417-4d9219dc,0,0,100,89,288,288,15,10
gsm8k-test-00418-053f45e7,0,0,111,59,288,288,1,8
gsm8k-test-00419-68af7e6e,0,0,13,12,266,265,10000,7000
gsm8k-test-00420-d5757123,0,0,6,104,263,288,7000,1000
gsm8k-test-00421-a00e3bac,0,0,33,61,288,288,8,3
gsm8k-test-00422-f2e3baa0,0,0,90,36,288,288,1000,16960
gsm8k-test-00423-95e5f2d5,0,0,121,32,288,288,11,1000000000000000000000000000000
gsm8k-test-00424-1b2d26d3,0,0,33,39,288,288,8,6
gsm8k-test-00425-245cec2c,0,0,39,3,288,260,10,6
gsm8k-test-00426-702a27cc,0,0,120,120,288,288,18,25
gsm8k-test-00427-05b5db5d,0,0,78,106,288,288,100,1
gsm8k-test-00428-798a7452,0,0,107,104,288,288,36,36
gsm8k-test-00429-e0191327,0,0,32,49,288,288,16,1000000000000000
gsm8k-test-00430-ef01fcbd,0,0,65,72,288,288,1.00,120.00
gsm8k-test-00431-74b29737,0,0,49,4,288,261,1000000000000000,15
gsm8k-test-00432-bc652da6,0,0,5,32,262,288,100,1000000000000000000000000000000
gsm8k-test-00433-acd9ee67,0,0,99,100,288,288,4,100
gsm8k-test-00434-e07778dc,0,0,40,71,288,288,100000000000000000000,100
gsm8k-test-00435-6859eab0,0,1,49,89,288,288,1000000000000000,5
gsm8k-test-00436-68ff1320,0,0,102,4,288,261,8,17
gsm8k-test-00437-b6a6a65b,0,0,33,78,288,288,8,34
gsm8k-test-00438-0246c431,0,0,12,32,264,288,2000,2000000000000000000000000000000
gsm8k-test-00439-c073d855,0,0,97,11,288,267,30,50
gsm8k-test-00440-07cde4e4,0,0,100,90,288,288,18,15
gsm8k-test-00441-203fd680,0,0,95,58,288,288,14,1
gsm8k-test-00442-284e6de3,0,0,83,12,288,262,100,10
gsm8k-test-00443-e42a7145,0,0,84,90,288,288,40,60
gsm8k-test-00444-a0845539,0,0,90,73,288,288,100,4
gsm8k-test-00445-793a34c0,0,0,66,66,288,288,15,1
gsm8k-test-00446-d2e5742a,0,0,4,60,261,288,16,1000000000000
gsm8k-test-00447-edb62873,0,0,4,38,261,288,21,26
gsm8k-test-00448-6da74dfb,0,0,79,4,288,261,16,25
gsm8k-test-00449-c834ee42,0,0,49,84,288,288,1000000000000000,14
gsm8k-test-00450-6d51975d,0,0,4,6,261,263,20,1.50
gsm8k-test-00451-4e641984,0,0,64,82,288,288,2,1
gsm8k-test-00452-5102790b,0,0,83,73,288,288,30,30
gsm8k-test-00453-15d709c6,0,1,100,73,288,288,3,6400
gsm8k-test-00454-ff998bb1,0,0,32,88,288,288,1000000000000000000000000000000,4
gsm8k-test-00455-d4f5fb89,0,0,82,4,288,261,1000,17
gsm8k-test-00456-7f7a6449,0,0,38,38,288,288,60,4
gsm8k-test-00457-7a9da644,0,0,117,39,288,288,15,6
gsm8k-test-00458-1978c44a,0,0,96,68,288,288,5,8
gsm8k-test-00459-532304f7,0,0,13,4,264,261,2250,15
gsm8k-test-00460-03ea74db,0,0,66,3,278,260,15,7
gsm8k-test-00461-f5b3e88f,0,0,86,32,288,288,156,30
gsm8k-test-00462-653dfada,0,0,73,62,288,288,50,2
gsm8k-test-00463-5ee6b042,0,0,91,81,288,288,2,17
gsm8k-test-00464-6c0b4312,0,0,56,3,288,259,2,
gsm8k-test-00465-f97b15cf,0,0,4,71,261,288,16,3
gsm8k-test-00466-a864c1e8,0,0,92,68,288,288,30,100000000000
gsm8k-test-00467-8e266e3b,0,0,92,74,288,288,30,13
gsm8k-test-00468-1822f445,0,0,71,58,288,288,2,400
gsm8k-test-00469-912e4d5a,0,0,90,99,288,288,10,23
gsm8k-test-00470-7890f5df,0,0,49,4,288,261,1000000000000000,10
gsm8k-test-00471-0264a7fa,0,0,104,70,288,288,10,100
gsm8k-test-00472-5d7c49cf,0,0,111,88,288,288,10,2
gsm8k-test-00473-d240279b,0,0,97,86,288,288,2,2
gsm8k-test-00474-1fef7632,0,0,4,39,261,288,19,20
gsm8k-test-00475-396da307,0,0,78,58,288,288,100,100
gsm8k-test-00476-3f3a4cd9,0,0,98,79,288,288,10,1.50
gsm8k-test-00477-7498eae6,0,0,106,4,288,261,10,17
gsm8k-test-00478-a0cfad63,0,0,128,127,288,288,3,1
gsm8k-test-00479-051ae2b5,0,0,76,57,288,288,100,7200
gsm8k-test-00480-806079fe,0,0,49,3,288,260,10000000000000000000,4
gsm8k-test-00481-d4a294cf,0,0,11,63,262,288,19,1959
gsm8k-test-00482-527e5576,0,0,49,112,288,288,100000000000000000,9
gsm8k-test-00483-c11d2b6f,0,0,85,94,288,288,10,19
gsm8k-test-00484-0f822fbb,0,0,85,92,288,288,1000,1000
gsm8k-test-00485-b5d7fb1e,0,0,40,59,288,288,3,100
gsm8k-test-00486-0a90137d,0,0,33,16,288,264,0.333333333333333333333,12
gsm8k-test-00487-bbca4aa5,0,0,92,87,288,288,10,50
gsm8k-test-00488-623b351f,0,0,88,4,288,261,1,27
gsm8k-test-00489-19d404c1,0,0,65,23,288,263,21,10
gsm8k-test-00490-d6eca75c,0,0,88,73,288,288,12,100
gsm8k-test-00491-0e6917da,0,0,53,8,288,261,120000000000000000,8
gsm8k-test-00492-e30f3eb5,0,0,105,114,288,288,10,3
gsm8k-test-00493-86b33dcd,0,0,6,13,263,265,4.00,15.00
gsm8k-test-00494-17771b9d,0,0,5,5,198,262,182,480
gsm8k-test-00495-d18ea932,0,0,76,106,288,288,10,5
gsm8k-test-00496-7d333637,0,0,79,72,288,288,1000000000000,14
gsm8k-test-00497-02110f4c,0,0,92,82,288,288,13,2
gsm8k-test-00498-d4638532,0,0,88,58,288,288,15,1
gsm8k-test-00499-89243ac0,0,0,74,5,288,262,250,250
gsm8k-test-00500-32baaad4,0,0,52,93,288,288,10000,7
gsm8k-test-00501-73dc5c4f,0,0,64,79,288,288,364,4
gsm8k-test-00502-6b3e7528,0,0,4,4,261,261,18,15
gsm8k-test-00503-1dc415ac,0,0,8,60,261,288,3,2
gsm8k-test-00504-a9c7ad32,0,0,94,4,288,261,1,12
gsm8k-test-00505-f43995a2,0,0,71,36,288,288,8,2
gsm8k-test-00506-d09cd7ce,0,0,35,22,288,264,12.00,4
gsm8k-test-00507-1084abb1,0,0,83,7,288,264,100,11.40
gsm8k-test-00508-f15dab52,0,0,82,84,288,288,30,30
gsm8k-test-00509-785b78e7,0,0,49,77,288,288,1000000000000000,20
gsm8k-test-00510-f16f3c13,0,0,23,52,266,288,3500,3
gsm8k-test-00511-0e762e85,0,0,4,38,261,288,10,9
gsm8k-test-00512-ff0113d3,0,0,68,40,288,288,100.0,100
gsm8k-test-00513-e97f4c0f,0,0,55,87,288,288,100,10
gsm8k-test-00514-b03a404f,0,0,70,70,288,288,120000,120000
gsm8k-test-00515-2b308251,0,0,105,108,288,288,4,4
gsm8k-test-00516-f4b7d94c,0,0,99,66,288,288,1,5
gsm8k-test-00517-497682f2,0,0,100,63,288,288,4,4
gsm8k-test-00518-85653199,0,0,76,41,288,288,20,50
gsm8k-test-00519-790552b4,0,0,38,58,288,288,10000000,1
gsm8k-test-00520-811e4270,0,0,89,58,288,288,2,1
gsm8k-test-00521-cfbcb8a8,0,0,71,84,288,288,100,2
gsm8k-test-00522-e0a832a6,0,0,88,61,288,288,1000,1
gsm8k-test-00523-a6e52b33,0,0,91,39,288,288,20,8
gsm8k-test-00524-0396c6f7,0,0,40,49,288,288,100000000000000000,1000000000000000
gsm8k-test-00525-74896e84,0,0,4,57,261,274,13,4
gsm8k-test-00526-5935bc92,0,0,4,57,261,288,11,12
gsm8k-test-00527-dcfbcec7,0,0,107,32,288,288,5,10
gsm8k-test-00528-03f76a64,0,0,103,93,288,288,2,100
gsm8k-test-00529-c1f31e1a,0,0,82,52,288,288,48,48
gsm8k-test-00530-f1508e1a,0,0,109,74,288,288,8,100
gsm8k-test-00531-e670ad84,0,0,33,82,288,288,8,2
gsm8k-test-00532-ab15ac42,0,0,87,97,288,288,20,5
gsm8k-test-00533-63acc702,0,0,94,80,288,288,10,15
gsm8k-test-00534-33e8afa1,0,0,112,115,288,288,4,4
gsm8k-test-00535-ed74c4c4,0,0,92,32,288,288,18,1000000000000000000000000000000
gsm8k-test-00536-25fd58ba,0,0,64,67,230,288,4,10
gsm8k-test-00537-a9af7c44,0,0,77,105,288,288,2,10
gsm8k-test-00538-3c4fc914,0,0,73,85,288,288,72,72
gsm8k-test-00539-cc439002,0,0,70,5,288,261,1990,20
gsm8k-test-00540-c4325a52,0,0,93,42,288,288,15,1
gsm8k-test-00541-bd0547cc,0,0,81,77,288,288,1125,1125
gsm8k-test-00542-1b0dde3f,0,0,70,4,288,261,20,20
gsm8k-test-00543-dd298e40,0,0,99,70,288,288,1,100
gsm8k-test-00544-a6e8613e,0,0,107,107,288,288,4,4
gsm8k-test-00545-127f18ac,0,0,32,73,288,288,5,3
gsm8k-test-00546-8619c488,0,0,42,127,288,288,1,2
gsm8k-test-00547-eee04241,0,0,89,99,288,288,3,19
gsm8k-test-00548-1b207b3c,1,0,77,84,288,288,100,10
gsm8k-test-00549-5a6c9639,0,0,103,112,288,288,10,100
gsm8k-test-00550-f5cc8b9f,0,0,4,32,261,288,13,000.000
gsm8k-test-00551-95bd09e9,0,0,95,56,288,288,16,10.50
gsm8k-test-00552-141e8e11,0,0,101,77,288,288,1300,1000
gsm8k-test-00553-934bca54,0,0,4,59,261,288,20,25.0
gsm8k-test-00554-786393aa,0,0,56,71,288,288,100000000000000,100
gsm8k-test-00555-dc337d52,0,0,4,96,261,288,10,4
gsm8k-test-00556-636a57be,0,0,87,5,288,262,60,100
gsm8k-test-00557-3108ee44,0,0,32,4,288,261,1000000000000000000000000000000,21
gsm8k-test-00558-36f5568a,0,0,90,52,288,288,6,48
gsm8k-test-00559-4a3ad264,0,0,4,42,261,288,14,2
gsm8k-test-00560-500ad1d2,0,0,74,92,288,288,1000,93
gsm8k-test-00561-c690b4bd,0,0,12,99,263,288,170,1000
gsm8k-test-00562-3b97984f,0,0,96,106,288,288,30,5
gsm8k-test-00563-0dd0b319,0,1,69,102,288,288,2,12
gsm8k-test-00564-9bf2814c,0,0,79,83,288,288,100000,100
gsm8k-test-00565-8a80dd19,0,0,112,6,288,263,12,12
gsm8k-test-00566-04652af2,0,0,4,4,261,261,18,44
gsm8k-test-00567-c13af096,0,0,7,6,264,263,15.00,5.00
gsm8k-test-00568-7defe8ce,0,0,83,71,288,288,45,100
gsm8k-test-00569-c131504c,0,0,109,131,288,288,10,63
gsm8k-test-00570-c0cd2a69,0,0,124,84,288,288,13,16
gsm8k-test-00571-53c944ed,0,0,68,5,288,262,150,300
gsm8k-test-00572-08583e67,1,0,90,74,288,288,100,1000
gsm8k-test-00573-d8fbc5f6,0,0,64,82,288,288,100,10
gsm8k-test-00574-f60080fb,0,0,4,7,261,264,10,10.00
gsm8k-test-00575-467bbb26,0,0,83,5,288,262,90,184
gsm8k-test-00576-aacf309b,0,0,30,34,284,282,600,1996
gsm8k-test-00577-a12533ab,0,0,90,121,288,288,10,100
gsm8k-test-00578-d09c58e9,0,0,39,39,288,288,20,1
gsm8k-test-00579-e082ad4a,0,0,49,62,288,288,10000000000000000000,5
gsm8k-test-00580-4567a411,0,0,13,36,263,288,520,52
gsm8k-test-00581-bd78679a,0,0,94,92,288,288,6,100
gsm8k-test-00582-b658cc3b,0,0,94,69,288,288,30,30
gsm8k-test-00583-a5110dec,0,0,111,80,288,288,13,17
gsm8k-test-00584-9f45de87,0,0,54,32,288,288,100.00,1000000000000000000000000000000
gsm8k-test-00585-e8412101,0,0,40,111,276,288,24,1
gsm8k-test-00586-df342f89,0,0,32,55,288,288,1000000000000000000000000000000,0.1
gsm8k-test-00587-4c9439fa,0,0,101,121,288,288,0,1
gsm8k-test-00588-4ec5e5a3,0,0,86,32,288,288,5,18
gsm8k-test-00589-15e94c36,0,0,13,86,264,288,0.25,1
gsm8k-test-00590-d28d879c,0,0,132,137,288,288,100,92
gsm8k-test-00591-27ba5635,0,0,105,77,288,288,10,1680
gsm8k-test-00592-0ddccee1,0,0,4,4,261,261,16,16
gsm8k-test-00593-ed9aa2c6,0,0,81,86,288,288,1000,20
gsm8k-test-00594-d56a6b86,0,0,106,80,288,288,3,1000
gsm8k-test-00595-c46a582f,0,0,54,96,288,288,100000000000000000,10
gsm8k-test-00596-84015aa6,0,0,32,85,288,288,1000000000000000000000000000000,17
gsm8k-test-00597-2bd885f2,0,1,109,12,288,87,120,90
gsm8k-test-00598-7ad70902,0,0,61,33,288,288,100,10000000000000000000000
gsm8k-test-00599-325b453f,0,0,64,74,288,288,2,10
gsm8k-test-00600-1cf5d810,0,0,12,12,263,263,7.7,3.5
gsm8k-test-00601-ae7b7822,0,0,4,4,261,261,84,15
gsm8k-test-00602-849c7cd3,0,0,33,70,288,288,6666666666666666666666666,6
gsm8k-test-00603-353010b2,0,0,116,5,288,262,120,4
gsm8k-test-00604-c76345b7,0,0,32,64,272,288,15,8
gsm8k-test-00605-6f9596fc,0,0,116,54,288,288,6,0.60
gsm8k-test-00606-1f35a9a0,0,0,32,92,288,288,10440000000000000000000,18.75
gsm8k-test-00607-9aec1276,0,0,7,46,264,288,6480,2880
gsm8k-test-00608-6315aebb,0,0,74,62,288,288,100,27
gsm8k-test-00609-b58a4f27,0,0,88,4,288,261,4,40
gsm8k-test-00610-55528533,0,0,105,85,288,288,9,100
gsm8k-test-00611-029b1d46,0,0,80,62,288,288,10,20000
gsm8k-test-00612-f1bd272f,0,0,3,92,260,288,6,14
gsm8k-test-00613-c78fa268,0,0,66,62,288,288,1000,14
gsm8k-test-00614-9f26fa92,0,0,81,90,288,288,15,16
gsm8k-test-00615-667b56d0,0,0,37,75,288,288,2.00,5.50
gsm8k-test-00616-14cfa109,0,0,88,91,288,288,20,16
gsm8k-test-00617-58e8f7d8,0,0,85,44,288,288,14,10000000000000000
gsm8k-test-00618-1cd8fbe4,0,0,96,32,288,288,1,24
gsm8k-test-00619-29708691,0,0,4,111,261,288,10,19
gsm8k-test-00620-16c2a6bd,0,0,103,93,288,288,1000,1000
gsm8k-test-00621-6e7dcf24,1,0,53,3,288,260,3000,2
gsm8k-test-00622-30fd5e0a,0,0,4,80,261,288,20,2
gsm8k-test-00623-e7ed8831,0,0,57,57,288,288,10000000000000,10000000000000
gsm8k-test-00624-9733c6c3,0,0,65,39,288,288,4,10
gsm8k-test-00625-10e1f8f1,0,0,105,101,288,288,20,20
gsm8k-test-00626-4efe4e1f,0,0,34,54,288,288,20,1000
gsm8k-test-00627-3f7d3c8f,0,0,4,4,129,261,18,17
gsm8k-test-00628-896c9d2f,0,0,9,75,261,288,2,10
gsm8k-test-00629-3026d59a,0,0,6,43,169,285,8250,83750
gsm8k-test-00630-c41d4fea,1,0,93,98,288,288,10,32
gsm8k-test-00631-15c87494,0,0,67,100,288,288,1000,400
gsm8k-test-00632-12ba9177,0,0,43,95,288,288,1,100
gsm8k-test-00633-df0b27fa,0,0,110,19,288,265,30,15
gsm8k-test-00634-27853d2a,0,0,33,32,288,288,8,1000000000000000000000000000000
gsm8k-test-00635-8029f8a8,0,0,4,8,261,263,10,10
gsm8k-test-00636-11b1eb56,0,0,83,65,288,288,1000,200
gsm8k-test-00637-8411ed1e,0,0,110,82,288,288,3,5
gsm8k-test-00638-fbdcb795,0,0,86,64,288,288,1000,1000
gsm8k-test-00639-d1c4d662,0,0,75,73,288,288,200,200
gsm8k-test-00640-17c76e6e,0,0,36,39,288,288,4250,150
gsm8k-test-00641-599c1187,0,0,39,6,288,136,500,1500
gsm8k-test-00642-820f9fab,0,0,65,39,288,288,10000,5
gsm8k-test-00643-d01547b9,0,0,94,6,288,263,20,10.5
gsm8k-test-00644-4783e307,0,0,104,98,288,288,3,3
gsm8k-test-00645-c40d9b81,0,0,32,93,288,288,1000000000000000000000000000000,2
gsm8k-test-00646-316eac02,0,0,56,87,288,288,10,4.5
gsm8k-test-00647-d8f4ab94,0,0,74,83,288,288,1,1000
gsm8k-test-00648-34143c2c,0,0,106,13,288,262,16,18
gsm8k-test-00649-fb8dad80,0,0,96,6,288,263,1,2000
gsm8k-test-00650-2ef174b9,0,0,4,5,261,262,20,200
gsm8k-test-00651-8a4fdde0,0,0,6,104,263,288,1000,4
gsm8k-test-00652-1589314b,0,0,40,56,288,288,2,25
gsm8k-test-00653-29949a56,0,0,5,5,262,262,420,300
gsm8k-test-00654-c3c3f10d,0,0,79,13,288,262,100,1
gsm8k-test-00655-912aac6e,0,0,86,37,288,288,100,0.00000000000
gsm8k-test-00656-1639fb9f,0,0,65,56,288,288,150,3
gsm8k-test-00657-98f19298,0,0,9,62,266,288,150000,150
gsm8k-test-00658-a288ad39,0,0,63,12,288,262,100,12
gsm8k-test-00659-718af669,0,0,89,53,288,288,15,11
gsm8k-test-00660-17ae9563,0,0,99,99,288,288,14,19
gsm8k-test-00661-71c5a303,0,0,90,50,288,288,60,1000000000000000000
gsm8k-test-00662-dc790f42,0,0,61,4,288,261,10,13
gsm8k-test-00663-399e4153,0,0,40,32,288,288,100000000000000000000,28
gsm8k-test-00664-ade48b3f,0,0,77,38,288,288,1,8
gsm8k-test-00665-0fc725c1,0,0,72,38,277,288,100,1
gsm8k-test-00666-477ccaf5,1,0,5,79,262,288,120,4
gsm8k-test-00667-4260fb67,0,0,80,73,288,288,20,100
gsm8k-test-00668-adc1b009,0,0,4,109,261,288,10,20
gsm8k-test-00669-71b4d5a2,0,0,82,32,288,288,100,1000000000000000000000000000000
gsm8k-test-00670-70c5ff30,0,0,89,98,288,288,14,3
gsm8k-test-00671-26737344,0,0,88,84,288,288,7,18
gsm8k-test-00672-db22fa8e,0,0,80,3,288,260,10,8
gsm8k-test-00673-7d983dd6,0,0,33,64,288,288,8,1
gsm8k-test-00674-060edd89,0,0,87,78,288,288,1000,2
gsm8k-test-00675-b67f9a47,0,0,4,4,261,261,18,18
gsm8k-test-00676-ce589ecf,0,0,111,82,288,288,3,17
gsm8k-test-00677-a8e1614a,0,0,5,5,262,262,100,100
gsm8k-test-00678-d6127e25,0,0,78,37,288,288,16,6
gsm8k-test-00679-20811de8,0,0,35,35,288,288,1,1
gsm8k-test-00680-4461a5da,0,0,81,71,288,288,100,100
gsm8k-test-00681-04c9fdeb,0,0,99,64,288,288,16,1
gsm8k-test-00682-4c528ff4,0,0,7,84,263,288,240,1
gsm8k-test-00683-1f6b2799,0,0,89,75,288,288,1,15
gsm8k-test-00684-d5807538,0,0,115,85,288,288,10,13
gsm8k-test-00685-390c280e,0,0,49,43,288,288,1000000000000000,13
gsm8k-test-00686-b496dd89,0,0,33,45,288,288,8,6
gsm8k-test-00687-8442b01b,0,0,49,31,288,265,1000000000000000000,1
gsm8k-test-00688-6727c54e,0,0,82,39,288,288,1000,6
gsm8k-test-00689-270649c3,0,0,71,81,288,288,10,10
gsm8k-test-00690-946d8b77,0,0,32,57,288,288,1000000000000000000000000000000,20
gsm8k-test-00691-3a31132f,0,0,4,63,261,288,18,14
gsm8k-test-00692-34f6c6b0,0,0,113,124,288,288,7,12
gsm8k-test-00693-b9161db3,0,0,94,67,288,288,6,11
gsm8k-test-00694-26951bd5,0,0,88,65,288,288,100,8
gsm8k-test-00695-01660672,0,0,66,84,288,288,0,100
gsm8k-test-00696-c4eea198,0,0,100,86,288,288,10,30
gsm8k-test-00697-8b5b56f0,0,0,4,4,261,261,10,12
gsm8k-test-00698-dfd0556e,0,0,88,34,288,288,100000,24
gsm8k-test-00699-21d68b10,0,0,73,39,288,288,10,6
gsm8k-test-00700-93899a6c,0,1,4,5,261,262,15,135
gsm8k-test-00701-0270a167,0,0,104,82,288,288,1,10
gsm8k-test-00702-567bdb50,0,0,73,79,288,288,1000,2
gsm8k-test-00703-5668a174,0,0,92,78,288,288,1,6
gsm8k-test-00704-5ee9f270,1,0,55,70,288,288,50,2
gsm8k-test-00705-32b8a253,0,0,89,69,288,288,10,10
gsm8k-test-00706-5b7f6f19,0,0,10,4,262,261,12,14
gsm8k-test-00707-9db7165d,0,0,114,40,288,288,32,0
gsm8k-test-00708-15100087,0,0,49,49,288,288,1000000000000000,10000000000000000
gsm8k-test-00709-a0ae6128,0,0,67,101,288,288,1,100
gsm8k-test-00710-f9b82198,0,0,74,36,288,288,1,10
gsm8k-test-00711-83e7d566,0,0,17,52,272,288,1.50,1.5
gsm8k-test-00712-00654999,0,0,100,61,288,288,100,100
gsm8k-test-00713-9390cb95,0,0,102,44,288,288,15,1
gsm8k-test-00714-bfd0d3be,0,0,73,4,288,261,1000,30
gsm8k-test-00715-7414da56,0,0,102,6,288,263,700,1400
gsm8k-test-00716-b149ce70,0,0,49,14,280,263,3000,110
gsm8k-test-00717-c257fee5,0,0,49,89,288,288,1000000000000000,16
gsm8k-test-00718-f2a6549e,0,0,96,41,288,288,30,3
gsm8k-test-00719-a5b9a42f,0,0,101,75,288,288,10,1
gsm8k-test-00720-72fa5474,0,0,4,19,261,263,13,3
gsm8k-test-00721-4067bce9,0,0,6,20,263,264,1000,16
gsm8k-test-00722-d79a0a1e,0,0,84,79,288,288,100,450
gsm8k-test-00723-69607190,0,0,12,11,263,262,130,13
gsm8k-test-00724-b13dce67,0,0,98,73,288,288,12,1
gsm8k-test-00725-a5ba7162,0,0,5,13,262,263,3,108
gsm8k-test-00726-8f0444d1,1,0,11,21,262,267,10,4
gsm8k-test-00727-0cc772e1,0,0,87,40,288,288,10,100
gsm8k-test-00728-532f21d9,0,0,77,41,288,288,100,5
gsm8k-test-00729-219de13b,0,0,37,33,288,288,00,4
gsm8k-test-00730-c5a5231d,0,0,104,22,288,266,1,15
gsm8k-test-00731-bc3378ff,0,0,20,28,270,264,57,3
gsm8k-test-00732-873dd691,0,0,102,18,288,267,15,12
gsm8k-test-00733-26e868b2,0,0,68,32,288,288,10,10
gsm8k-test-00734-8631288c,0,0,93,42,288,288,1000,2
gsm8k-test-00735-b5662de2,0,0,74,38,288,288,5,5
gsm8k-test-00736-68a79fb4,0,0,70,56,288,288,100,1
gsm8k-test-00737-b57100db,0,0,71,45,288,288,150,32
gsm8k-test-00738-bdd8988e,0,0,96,93,288,288,1000,2
gsm8k-test-00739-ef1ef813,0,0,108,101,288,288,2,16
gsm8k-test-00740-617ce031,0,0,3,8,260,265,2,10
gsm8k-test-00741-742a117b,0,0,40,38,288,288,20,1
gsm8k-test-00742-95e59e61,0,0,49,64,288,288,1000000000000000,1
gsm8k-test-00743-fb18ba51,0,0,39,57,288,288,6,5
gsm8k-test-00744-bad1d10b,0,0,87,32,288,288,100,8
gsm8k-test-00745-dc3605a7,0,0,56,70,288,288,1000,18
gsm8k-test-00746-689d7d3c,0,0,98,121,288,288,18,26
gsm8k-test-00747-8e86f442,0,0,83,57,288,288,1000,100
gsm8k-test-00748-1c0a1d69,0,0,105,109,288,288,56,56
gsm8k-test-00749-fd001056,0,0,73,68,288,288,12,200
gsm8k-test-00750-dc3dfb9c,0,0,121,103,288,288,60,20
gsm8k-test-00751-314249fd,0,0,5,76,262,288,108,48
gsm8k-test-00752-bc12ef01,0,0,113,109,288,288,100,100
gsm8k-test-00753-3e007067,0,0,88,4,288,261,100,10
gsm8k-test-00754-1dd8f2b1,0,0,95,76,288,288,100,120
gsm8k-test-00755-95bbb52f,0,0,40,88,288,288,100000000000000000000,13
gsm8k-test-00756-c4a4f57c,0,0,108,62,288,288,5,1000000000000
gsm8k-test-00757-722e050a,0,0,91,80,288,288,15,12
gsm8k-test-00758-86462eb3,0,0,49,73,288,288,1000000000000000,140
gsm8k-test-00759-607368c7,0,0,95,94,288,288,30,2
gsm8k-test-00760-65a55bc0,0,0,109,4,288,261,12,12
gsm8k-test-00761-30f42be1,0,0,33,72,288,288,8,12
gsm8k-test-00762-27925cd4,0,0,95,4,288,261,10,70
gsm8k-test-00763-5af878f1,0,0,102,104,288,288,250,2
gsm8k-test-00764-084577c4,0,1,86,4,288,153,5,14
gsm8k-test-00765-81c84c1b,0,0,39,81,288,288,1030,1110
gsm8k-test-00766-466d789a,0,0,67,60,288,288,200,25.0
gsm8k-test-00767-9f478744,0,0,63,78,288,288,1000,5
gsm8k-test-00768-fbfe67e3,0,0,82,5,288,262,150,300
gsm8k-test-00769-2fec24d0,0,0,115,115,288,288,5,5
gsm8k-test-00770-6b14d2eb,0,0,4,4,261,261,11,17
gsm8k-test-00771-c21f6c55,0,0,17,32,271,288,135,25
gsm8k-test-00772-41150db1,0,0,110,39,288,288,12,6
gsm8k-test-00773-9fc2936a,0,1,39,44,288,288,100000000000000000000,10
gsm8k-test-00774-9c5b83ca,0,1,87,85,288,288,100,10
gsm8k-test-00775-7e596029,0,0,49,60,288,288,1000000000000000000,2
gsm8k-test-00776-d0ec8da1,0,0,62,34,288,288,142,400
gsm8k-test-00777-03c26363,0,0,5,100,262,288,600,6
gsm8k-test-00778-c7d44bb9,0,0,4,67,261,288,18,1000
gsm8k-test-00779-82d3577a,0,0,76,4,288,261,1.5,14
gsm8k-test-00780-47b9c582,0,0,4,26,261,265,30,10
gsm8k-test-00781-611e204d,0,0,40,60,288,288,10000000000000000,1
gsm8k-test-00782-ff7424c7,0,0,88,75,288,288,14,16
gsm8k-test-00783-7080a92d,0,0,4,84,261,288,17,10
gsm8k-test-00784-ecfd91c7,0,0,87,32,288,288,2,10.0000000000000000000000000000
gsm8k-test-00785-92db5dc5,0,0,35,35,288,288,10,10
gsm8k-test-00786-fc62af6c,0,0,81,32,288,288,1000,57
gsm8k-test-00787-33d94782,0,0,4,12,261,262,40,8
gsm8k-test-00788-b3787649,0,0,88,49,288,288,17,1000000000000000
gsm8k-test-00789-e24a0d41,0,0,9,97,262,288,10,5
gsm8k-test-00790-6514f3a1,0,0,59,110,288,288,100000000000000000,3
gsm8k-test-00791-53afc302,0,0,90,39,288,288,172,282
gsm8k-test-00792-93fb6bac,0,0,32,32,288,288,1000000000000000000000000000000,1000000000000000000000000000000
gsm8k-test-00793-671b13da,0,0,62,78,288,288,10000000000000000,126250
gsm8k-test-00794-3818544e,0,0,90,96,288,288,20,12
gsm8k-test-00795-a1e95569,0,0,79,89,288,288,10,25
