example_id,baseline_correct,treatment_correct,baseline_chars,treatment_chars,baseline_tokens,treatment_tokens,baseline_parsed,treatment_parsed
gsm8k-test-00406-a91cd4bd,0,0,7,6,264,263,13.33,3
gsm8k-test-00407-1cb038ac,0,0,7,6,264,202,4000,4000
gsm8k-test-00408-e4de7967,0,0,89,90,288,288,200,200
gsm8k-test-00409-4dda1bd5,0,0,26,7,281,264,42000,42000
gsm8k-test-00410-3af5503a,0,0,6,7,263,247,1.50,1.50
gsm8k-test-00411-853e23e6,0,0,96,6,288,263,960,1350
gsm8k-test-00412-31020987,1,0,112,110,288,288,5,3
gsm8k-test-00413-2bbdc98e,0,0,6,5,207,211,2500,125
gsm8k-test-00414-60082e62,1,0,115,103,288,288,56,12
gsm8k-test-00415-165cf68a,0,0,5,5,200,157,380,220
gsm8k-test-00416-c03ea86a,0,0,5,4,262,261,124,92
gsm8k-test-00417-4d9219dc,0,0,6,6,236,263,2440,3340
gsm8k-test-00418-053f45e7,1,0,4,4,217,189,40,20
gsm8k-test-00419-68af7e6e,0,1,96,110,288,288,4000,3000
gsm8k-test-00420-d5757123,0,0,32,112,288,288,1000000000000000000000000000000,40
gsm8k-test-00421-a00e3bac,0,0,96,103,288,288,5,1
gsm8k-test-00422-f2e3baa0,0,0,5,4,194,228,172,90
gsm8k-test-00423-95e5f2d5,0,0,3,3,214,223,6,6
gsm8k-test-00424-1b2d26d3,1,0,5,5,241,262,570,240
gsm8k-test-00425-245cec2c,1,0,5,5,135,217,150,210
gsm8k-test-00426-702a27cc,1,1,7,4,264,165,11.00,11
gsm8k-test-00427-05b5db5d,0,1,4,5,224,206,50,150
gsm8k-test-00428-798a7452,0,0,114,4,288,145,36,22
gsm8k-test-00429-e0191327,0,1,3,4,142,247,6,13
gsm8k-test-00430-ef01fcbd,0,0,90,8,288,221,116.00,116.00
gsm8k-test-00431-74b29737,0,0,4,4,261,261,19,19
gsm8k-test-00432-bc652da6,0,0,106,5,288,262,75,150
gsm8k-test-00433-acd9ee67,0,1,5,9,153,261,4,6
gsm8k-test-00434-e07778dc,0,0,5,3,262,224,115,1
gsm8k-test-00435-6859eab0,1,1,3,3,107,110,5,5
gsm8k-test-00436-68ff1320,0,1,112,4,288,131,2,15
gsm8k-test-00437-b6a6a65b,0,0,3,32,182,288,9,9.33333333333333333333333333333
gsm8k-test-00438-0246c431,1,0,92,86,288,288,2,3
gsm8k-test-00439-c073d855,0,0,107,3,288,102,16,5
gsm8k-test-00440-07cde4e4,1,1,4,4,234,218,98,98
gsm8k-test-00441-203fd680,0,0,3,3,260,260,4,4
gsm8k-test-00442-284e6de3,1,0,12,12,262,262,49,58
gsm8k-test-00443-e42a7145,0,0,100,89,288,288,40,40
gsm8k-test-00444-a0845539,0,0,84,14,288,264,5,1.25
gsm8k-test-00445-793a34c0,1,0,3,5,260,219,6,192
gsm8k-test-00446-d2e5742a,1,0,3,4,260,143,2,10
gsm8k-test-00447-edb62873,1,0,3,93,145,288,5,26
gsm8k-test-00448-6da74dfb,0,0,5,5,262,228,169,435
gsm8k-test-00449-c834ee42,1,1,89,5,288,125,112,112
gsm8k-test-00450-6d51975d,0,0,3,3,121,94,3,6
gsm8k-test-00451-4e641984,0,0,7,8,264,194,10950,10950
gsm8k-test-00452-5102790b,1,1,4,4,243,188,50,50
gsm8k-test-00453-15d709c6,0,0,96,97,288,288,3,3
gsm8k-test-00454-ff998bb1,0,0,95,112,288,288,240,
gsm8k-test-00455-d4f5fb89,1,1,7,6,240,222,1920,1920
gsm8k-test-00456-7f7a6449,0,0,19,4,220,179,93,48
gsm8k-test-00457-7a9da644,0,0,90,86,288,288,50,50
gsm8k-test-00458-1978c44a,1,0,4,110,193,288,35,5
gsm8k-test-00459-532304f7,0,1,4,3,261,206,10,2
gsm8k-test-00460-03ea74db,1,1,4,4,172,243,84,84
gsm8k-test-00461-f5b3e88f,1,0,3,104,260,288,9,60
gsm8k-test-00462-653dfada,1,0,98,67,288,288,71,100
gsm8k-test-00463-5ee6b042,0,0,4,4,261,178,15,15
gsm8k-test-00464-6c0b4312,0,1,96,110,288,288,5,6
gsm8k-test-00465-f97b15cf,1,1,4,4,204,209,30,30
gsm8k-test-00466-a864c1e8,1,1,3,4,181,220,1,1
gsm8k-test-00467-8e266e3b,0,0,112,112,288,288,640,160
gsm8k-test-00468-1822f445,0,0,4,88,261,288,70,1
gsm8k-test-00469-912e4d5a,1,1,3,3,172,158,4,4
gsm8k-test-00470-7890f5df,1,1,3,3,211,203,3,3
gsm8k-test-00471-0264a7fa,0,0,19,6,267,195,99.999,2.67
gsm8k-test-00472-5d7c49cf,1,0,3,5,153,251,6,7.5
gsm8k-test-00473-d240279b,0,0,20,5,277,233,0.8333333333333333,40
gsm8k-test-00474-1fef7632,0,0,7,6,144,263,26.67,3
gsm8k-test-00475-396da307,0,0,12,19,262,243,60,11.42857142857143
gsm8k-test-00476-3f3a4cd9,1,1,3,3,133,98,5,5
gsm8k-test-00477-7498eae6,0,0,4,103,172,288,14,3
gsm8k-test-00478-a0cfad63,0,0,121,128,288,288,3,3
gsm8k-test-00479-051ae2b5,0,0,100,7,288,264,5000,14500
gsm8k-test-00480-806079fe,0,0,111,111,288,288,3,3
gsm8k-test-00481-d4a294cf,0,1,5,4,262,221,240,84
gsm8k-test-00482-527e5576,1,0,4,7,261,263,26,3.25
gsm8k-test-00483-c11d2b6f,1,0,4,4,154,154,40,20
gsm8k-test-00484-0f822fbb,1,0,5,5,186,192,240,250
gsm8k-test-00485-b5d7fb1e,1,0,103,93,288,288,220,180
gsm8k-test-00486-0a90137d,1,1,95,100,288,288,6,6
gsm8k-test-00487-bbca4aa5,0,0,4,123,261,288,20,1
gsm8k-test-00488-623b351f,1,1,3,3,151,260,6,6
gsm8k-test-00489-19d404c1,0,0,4,7,177,253,42,18.75
gsm8k-test-00490-d6eca75c,1,1,3,3,147,134,4,4
gsm8k-test-00491-0e6917da,0,0,6,4,263,171,2.66,40
gsm8k-test-00492-e30f3eb5,0,0,113,113,288,288,3,3
gsm8k-test-00493-86b33dcd,0,0,84,6,288,263,4.00,4.00
gsm8k-test-00494-17771b9d,0,0,94,106,288,288,5,5
gsm8k-test-00495-d18ea932,1,1,132,5,288,262,200,200
gsm8k-test-00496-7d333637,0,0,81,80,288,288,2,15
gsm8k-test-00497-02110f4c,0,0,5,5,262,217,224,224
gsm8k-test-00498-d4638532,0,0,4,4,228,207,23,23
gsm8k-test-00499-89243ac0,1,0,4,4,243,144,10,40
gsm8k-test-00500-32baaad4,0,0,86,87,288,288,7,9
gsm8k-test-00501-73dc5c4f,1,0,19,7,265,252,273,135.3
gsm8k-test-00502-6b3e7528,0,1,4,4,261,139,80,26
gsm8k-test-00503-1dc415ac,0,0,106,108,288,288,5,2
gsm8k-test-00504-a9c7ad32,1,1,3,3,260,260,2,2
gsm8k-test-00505-f43995a2,0,0,5,4,262,261,200,12
gsm8k-test-00506-d09cd7ce,0,0,111,96,288,288,6,6
gsm8k-test-00507-1084abb1,1,1,3,6,134,161,2,2.00
gsm8k-test-00508-f15dab52,0,0,90,90,288,288,2,20
gsm8k-test-00509-785b78e7,0,1,3,3,260,260,3,4
gsm8k-test-00510-f16f3c13,0,0,6,32,263,288,3500,83636.36363636363636363636363
gsm8k-test-00511-0e762e85,1,0,5,111,80,288,110,30
gsm8k-test-00512-ff0113d3,1,1,5,8,262,263,120,120
gsm8k-test-00513-e97f4c0f,1,0,5,6,262,220,300,1200
gsm8k-test-00514-b03a404f,0,0,56,56,288,288,40000,40000
gsm8k-test-00515-2b308251,1,0,5,4,192,142,160,32
gsm8k-test-00516-f4b7d94c,0,0,98,6,288,223,1125,1875
gsm8k-test-00517-497682f2,0,1,4,108,261,288,72,18
gsm8k-test-00518-85653199,0,0,91,4,288,261,30,12
gsm8k-test-00519-790552b4,0,1,5,5,168,191,120,280
gsm8k-test-00520-811e4270,0,0,4,4,223,261,21,50
gsm8k-test-00521-cfbcb8a8,0,0,5,5,198,201,208,208
gsm8k-test-00522-e0a832a6,1,1,111,113,288,288,29,29
gsm8k-test-00523-a6e52b33,0,1,4,4,261,144,87,74
gsm8k-test-00524-0396c6f7,0,0,4,107,261,288,30,8
gsm8k-test-00525-74896e84,0,0,4,4,261,261,54,36
gsm8k-test-00526-5935bc92,0,0,5,3,262,247,105,2
gsm8k-test-00527-dcfbcec7,0,0,4,89,205,288,12,5
gsm8k-test-00528-03f76a64,0,0,4,4,191,213,92,92
gsm8k-test-00529-c1f31e1a,0,1,85,4,288,219,48,11
gsm8k-test-00530-f1508e1a,0,0,4,4,199,184,39,33
gsm8k-test-00531-e670ad84,0,0,5,4,181,224,103,82
gsm8k-test-00532-ab15ac42,0,0,95,80,288,288,28,15
gsm8k-test-00533-63acc702,1,0,5,7,165,264,300,1700
gsm8k-test-00534-33e8afa1,1,0,5,4,102,157,300,18
gsm8k-test-00535-ed74c4c4,0,0,3,3,260,260,6,4
gsm8k-test-00536-25fd58ba,1,1,3,3,170,170,8,8
gsm8k-test-00537-a9af7c44,1,1,5,5,143,143,188,188
gsm8k-test-00538-3c4fc914,1,1,91,92,288,288,18,18
gsm8k-test-00539-cc439002,0,0,4,111,170,288,30,2
gsm8k-test-00540-c4325a52,0,1,3,4,202,155,9,39
gsm8k-test-00541-bd0547cc,0,0,5,8,152,178,750,187.50
gsm8k-test-00542-1b0dde3f,1,1,3,6,193,202,7,7.00
gsm8k-test-00543-dd298e40,1,1,3,3,116,115,6,6
gsm8k-test-00544-a6e8613e,1,1,4,4,135,136,80,80
gsm8k-test-00545-127f18ac,0,0,110,93,288,288,5,3
gsm8k-test-00546-8619c488,0,0,4,4,95,97,65,65
gsm8k-test-00547-eee04241,0,0,107,123,288,288,3,3
gsm8k-test-00548-1b207b3c,1,1,5,5,99,104,100,100
gsm8k-test-00549-5a6c9639,0,0,5,5,207,207,200,200
gsm8k-test-00550-f5cc8b9f,0,0,7,7,264,240,29.50,26.55
gsm8k-test-00551-95bd09e9,1,0,4,87,261,288,17,3
gsm8k-test-00552-141e8e11,1,0,5,6,100,166,450,1450
gsm8k-test-00553-934bca54,1,0,4,119,194,288,92,2
gsm8k-test-00554-786393aa,0,1,80,12,288,262,16,54
gsm8k-test-00555-dc337d52,0,0,105,107,288,288,5,5
gsm8k-test-00556-636a57be,0,0,4,4,185,191,10,10
gsm8k-test-00557-3108ee44,0,0,4,4,252,216,63,63
gsm8k-test-00558-36f5568a,0,0,98,100,288,288,24,24
gsm8k-test-00559-4a3ad264,0,1,3,120,149,288,1,16
gsm8k-test-00560-500ad1d2,1,1,4,4,261,140,45,45
gsm8k-test-00561-c690b4bd,0,0,99,8,288,189,20,146.67
gsm8k-test-00562-3b97984f,0,0,4,11,196,263,32,6.4
gsm8k-test-00563-0dd0b319,1,1,4,97,261,288,12,12
gsm8k-test-00564-9bf2814c,0,0,106,5,288,262,100,255
gsm8k-test-00565-8a80dd19,0,1,3,3,239,205,0,5
gsm8k-test-00566-04652af2,0,0,81,4,288,173,20,17
gsm8k-test-00567-c13af096,0,0,84,92,288,288,5.00,1
gsm8k-test-00568-7defe8ce,0,0,5,4,262,261,145,41
gsm8k-test-00569-c131504c,0,0,89,131,288,288,6,63
gsm8k-test-00570-c0cd2a69,0,0,99,4,288,136,70,25
gsm8k-test-00571-53c944ed,1,0,5,90,210,288,308,3
gsm8k-test-00572-08583e67,0,0,99,99,288,288,20,20
gsm8k-test-00573-d8fbc5f6,1,0,5,88,262,288,600,100
gsm8k-test-00574-f60080fb,0,0,78,10,288,264,70,3.70
gsm8k-test-00575-467bbb26,0,1,5,4,262,140,288,36
gsm8k-test-00576-aacf309b,0,0,86,89,288,288,3,3492
gsm8k-test-00577-a12533ab,0,1,4,4,261,126,42,40
gsm8k-test-00578-d09c58e9,1,0,115,21,288,268,48,2
gsm8k-test-00579-e082ad4a,0,0,106,107,288,288,3,3
gsm8k-test-00580-4567a411,0,0,5,7,102,262,468,462.8
gsm8k-test-00581-bd78679a,1,0,5,13,262,263,215,155
gsm8k-test-00582-b658cc3b,1,1,8,8,265,202,129200,129200
gsm8k-test-00583-a5110dec,0,0,5,23,198,193,136,84
gsm8k-test-00584-9f45de87,0,1,95,6,288,241,10,2.00
gsm8k-test-00585-e8412101,0,0,111,4,288,261,10,30
gsm8k-test-00586-df342f89,0,1,5,5,214,203,500,800
gsm8k-test-00587-4c9439fa,1,1,84,85,288,288,30,30
gsm8k-test-00588-4ec5e5a3,1,0,4,7,261,173,52,34.67
gsm8k-test-00589-15e94c36,0,0,5,5,200,221,2.5,2.5
gsm8k-test-00590-d28d879c,0,0,94,132,288,288,2,220
gsm8k-test-00591-27ba5635,0,0,83,109,288,288,2,10
gsm8k-test-00592-0ddccee1,0,1,3,3,260,198,9,1
gsm8k-test-00593-ed9aa2c6,0,0,107,3,288,260,4,7
gsm8k-test-00594-d56a6b86,0,0,127,102,288,288,0.03,3
gsm8k-test-00595-c46a582f,0,0,94,8,288,146,3,3
gsm8k-test-00596-84015aa6,0,0,5,5,187,174,300,167
gsm8k-test-00597-2bd885f2,1,1,4,4,138,141,90,90
gsm8k-test-00598-7ad70902,1,0,4,4,261,261,69,16
gsm8k-test-00599-325b453f,1,0,4,90,261,288,48,10
gsm8k-test-00600-1cf5d810,1,1,4,104,261,288,10,10
gsm8k-test-00601-ae7b7822,0,0,119,5,288,262,5,125
gsm8k-test-00602-849c7cd3,1,0,3,104,142,288,5,3
gsm8k-test-00603-353010b2,0,0,119,6,288,189,4,1260
gsm8k-test-00604-c76345b7,1,0,4,95,124,288,12,8
gsm8k-test-00605-6f9596fc,0,0,95,98,284,288,6,40
gsm8k-test-00606-1f35a9a0,0,0,93,82,288,288,140,2
gsm8k-test-00607-9aec1276,0,0,94,100,288,288,120,1
gsm8k-test-00608-6315aebb,0,0,4,4,182,253,42,0
gsm8k-test-00609-b58a4f27,1,0,100,115,288,288,7,4
gsm8k-test-00610-55528533,0,0,8,77,265,288,92360,1
gsm8k-test-00611-029b1d46,0,0,58,60,288,288,035937,5
gsm8k-test-00612-f1bd272f,0,1,114,4,288,261,8,30
gsm8k-test-00613-c78fa268,1,0,7,6,118,159,93000,3000
gsm8k-test-00614-9f26fa92,1,0,5,100,220,288,312,100
gsm8k-test-00615-667b56d0,0,0,93,7,288,264,23.00,23.00
gsm8k-test-00616-14cfa109,1,0,4,115,261,288,10,3
gsm8k-test-00617-58e8f7d8,1,1,3,3,172,133,5,5
gsm8k-test-00618-1cd8fbe4,0,0,4,4,211,255,12,30
gsm8k-test-00619-29708691,0,0,3,3,86,86,4,4
gsm8k-test-00620-16c2a6bd,1,0,6,5,263,154,1509,982
gsm8k-test-00621-6e7dcf24,0,1,83,94,288,288,15000,3000
gsm8k-test-00622-30fd5e0a,0,0,87,92,288,288,2,2
gsm8k-test-00623-e7ed8831,1,0,3,80,142,288,8,21
gsm8k-test-00624-9733c6c3,1,0,4,113,261,288,85,8
gsm8k-test-00625-10e1f8f1,1,1,5,5,262,132,160,160
gsm8k-test-00626-4efe4e1f,0,1,98,4,194,165,7.2,72
gsm8k-test-00627-3f7d3c8f,1,0,4,4,120,164,54,60
gsm8k-test-00628-896c9d2f,0,1,36,118,288,288,19,4
gsm8k-test-00629-3026d59a,0,0,90,90,288,288,1750,7500
gsm8k-test-00630-c41d4fea,0,0,4,4,211,125,85,60
gsm8k-test-00631-15c87494,0,0,87,25,288,279,5,3612
gsm8k-test-00632-12ba9177,0,1,4,4,261,136,16,45
gsm8k-test-00633-df0b27fa,0,0,82,92,288,288,3,1.5
gsm8k-test-00634-27853d2a,1,1,4,4,162,134,14,14
gsm8k-test-00635-8029f8a8,0,0,4,4,261,113,10,10
gsm8k-test-00636-11b1eb56,0,1,87,6,288,161,1,1050
gsm8k-test-00637-8411ed1e,0,0,4,4,187,116,27,20
gsm8k-test-00638-fbdcb795,1,1,7,7,264,207,12.00,12.00
gsm8k-test-00639-d1c4d662,1,0,5,4,174,142,216,24
gsm8k-test-00640-17c76e6e,0,0,84,8,288,265,39500,10000
gsm8k-test-00641-599c1187,0,0,85,81,288,288,5000,20000
gsm8k-test-00642-820f9fab,1,1,85,37,288,288,10800,10800
gsm8k-test-00643-d01547b9,1,1,5,5,152,201,840,840
gsm8k-test-00644-4783e307,0,0,90,80,288,288,4,15
gsm8k-test-00645-c40d9b81,0,0,115,115,288,288,2,2
gsm8k-test-00646-316eac02,1,0,4,121,261,288,79,54
gsm8k-test-00647-d8f4ab94,0,1,4,4,153,139,22,10
gsm8k-test-00648-34143c2c,0,0,4,116,94,288,26,51
gsm8k-test-00649-fb8dad80,0,0,93,4,288,261,1,20
gsm8k-test-00650-2ef174b9,0,1,5,5,195,262,140,142
gsm8k-test-00651-8a4fdde0,0,0,5,5,174,212,700,700
gsm8k-test-00652-1589314b,0,0,97,101,288,288,36,23
gsm8k-test-00653-29949a56,0,0,6,5,165,84,-220,100
gsm8k-test-00654-c3c3f10d,1,1,3,3,260,179,2,2
gsm8k-test-00655-912aac6e,1,1,4,4,153,154,10,10
gsm8k-test-00656-1639fb9f,0,0,82,5,288,123,1,30
gsm8k-test-00657-98f19298,0,1,82,83,288,288,270000,330000
gsm8k-test-00658-a288ad39,0,0,4,4,261,247,15,30
gsm8k-test-00659-718af669,0,0,4,4,261,261,10,10
gsm8k-test-00660-17ae9563,1,1,100,4,288,261,15,15
gsm8k-test-00661-71c5a303,0,0,3,103,251,288,9,5
gsm8k-test-00662-dc790f42,0,1,82,6,288,215,9.00,7.00
gsm8k-test-00663-399e4153,0,1,5,5,262,262,402,193
gsm8k-test-00664-ade48b3f,1,1,101,4,288,161,32,32
gsm8k-test-00665-0fc725c1,1,1,5,5,134,154,360,360
gsm8k-test-00666-477ccaf5,0,1,5,5,194,203,180,120
gsm8k-test-00667-4260fb67,1,1,4,4,150,98,53,53
gsm8k-test-00668-adc1b009,1,0,141,89,288,288,3,20
gsm8k-test-00669-71b4d5a2,1,1,5,5,153,132,132,132
gsm8k-test-00670-70c5ff30,1,1,3,3,83,81,4,4
gsm8k-test-00671-26737344,1,1,3,3,260,132,4,4
gsm8k-test-00672-db22fa8e,0,0,3,4,260,261,3,12
gsm8k-test-00673-7d983dd6,1,1,3,3,260,217,9,9
gsm8k-test-00674-060edd89,0,0,4,10,261,263,20,2.5
gsm8k-test-00675-b67f9a47,0,0,4,4,261,261,13,13
gsm8k-test-00676-ce589ecf,0,0,5,87,262,288,576,3
gsm8k-test-00677-a8e1614a,0,0,5,4,262,261,136,12
gsm8k-test-00678-d6127e25,0,0,90,4,288,261,6,40
gsm8k-test-00679-20811de8,0,0,96,98,288,288,96,96
gsm8k-test-00680-4461a5da,0,0,4,4,132,131,60,60
gsm8k-test-00681-04c9fdeb,0,0,5,5,262,262,140,286
gsm8k-test-00682-4c528ff4,0,0,4,4,120,122,90,90
gsm8k-test-00683-1f6b2799,0,0,5,105,181,288,120,20
gsm8k-test-00684-d5807538,1,1,4,4,261,186,11,11
gsm8k-test-00685-390c280e,1,1,4,106,181,288,14,14
gsm8k-test-00686-b496dd89,0,0,4,4,261,203,50,20
gsm8k-test-00687-8442b01b,0,0,4,6,219,154,17,12.5
gsm8k-test-00688-6727c54e,1,0,5,114,262,288,100,180
gsm8k-test-00689-270649c3,0,0,6,80,263,288,5.20,50
gsm8k-test-00690-946d8b77,0,0,5,6,262,217,336,2496
gsm8k-test-00691-3a31132f,0,0,4,98,169,288,10,20
gsm8k-test-00692-34f6c6b0,1,1,4,4,180,206,32,32
gsm8k-test-00693-b9161db3,1,0,114,16,288,263,68,36
gsm8k-test-00694-26951bd5,0,0,4,65,261,288,17,3
gsm8k-test-00695-01660672,0,0,93,93,288,288,20,20
gsm8k-test-00696-c4eea198,0,0,4,5,261,262,16,160
gsm8k-test-00697-8b5b56f0,0,1,135,135,288,288,9,27
gsm8k-test-00698-dfd0556e,0,0,8,9,264,195,800.00,1200.00
gsm8k-test-00699-21d68b10,0,0,103,111,288,288,4,4
gsm8k-test-00700-93899a6c,0,1,5,5,262,202,315,135
gsm8k-test-00701-0270a167,0,0,8,4,265,153,33696,44
gsm8k-test-00702-567bdb50,0,1,99,14,288,265,0,2800
gsm8k-test-00703-5668a174,0,0,4,5,261,262,14,8
gsm8k-test-00704-5ee9f270,0,0,7,86,264,288,23.33,10
gsm8k-test-00705-32b8a253,1,0,5,6,262,146,120,3000
gsm8k-test-00706-5b7f6f19,1,1,3,3,116,186,9,9
gsm8k-test-00707-9db7165d,0,1,6,3,263,198,0.08,8
gsm8k-test-00708-15100087,1,0,5,97,173,288,168,2
gsm8k-test-00709-a0ae6128,0,0,96,94,288,288,48,1
gsm8k-test-00710-f9b82198,0,1,93,4,288,261,10.50,45
gsm8k-test-00711-83e7d566,0,0,80,3,288,200,4,2
gsm8k-test-00712-00654999,0,1,4,4,248,261,86,14
gsm8k-test-00713-9390cb95,0,0,4,113,117,288,16,24
gsm8k-test-00714-bfd0d3be,0,0,91,107,288,288,100,1.5
gsm8k-test-00715-7414da56,0,1,8,9,252,266,550000,385000
gsm8k-test-00716-b149ce70,1,1,82,86,288,288,770,770
gsm8k-test-00717-c257fee5,1,0,3,82,180,288,5,6
gsm8k-test-00718-f2a6549e,0,0,100,100,288,288,30,30
gsm8k-test-00719-a5b9a42f,1,1,15,5,263,190,175,175
gsm8k-test-00720-72fa5474,1,1,3,3,146,134,4,4
gsm8k-test-00721-4067bce9,0,0,59,6,288,263,315,1900
gsm8k-test-00722-d79a0a1e,0,1,5,5,113,72,120,255
gsm8k-test-00723-69607190,0,0,5,5,148,131,137,137
gsm8k-test-00724-b13dce67,0,0,3,3,260,260,5,5
gsm8k-test-00725-a5ba7162,0,0,6,6,230,185,9,9
gsm8k-test-00726-8f0444d1,0,0,3,4,260,255,1,12
gsm8k-test-00727-0cc772e1,0,0,81,5,288,132,6,320
gsm8k-test-00728-532f21d9,1,1,4,5,209,158,40,40
gsm8k-test-00729-219de13b,0,1,59,6,288,228,5000,1000
gsm8k-test-00730-c5a5231d,0,1,95,102,288,288,4,8
gsm8k-test-00731-bc3378ff,0,0,3,56,248,273,3,2
gsm8k-test-00732-873dd691,1,1,4,4,196,178,87,87
gsm8k-test-00733-26e868b2,0,0,6,6,263,87,6.67,6.67
gsm8k-test-00734-8631288c,1,1,120,121,288,288,17,17
gsm8k-test-00735-b5662de2,0,0,114,3,288,260,70,7
gsm8k-test-00736-68a79fb4,0,0,4,4,153,139,23,23
gsm8k-test-00737-b57100db,1,0,3,3,223,223,2,4
gsm8k-test-00738-bdd8988e,0,0,104,3,288,260,6,0
gsm8k-test-00739-ef1ef813,0,1,5,4,262,186,150,98
gsm8k-test-00740-617ce031,1,0,4,4,165,261,25,20
gsm8k-test-00741-742a117b,0,1,98,4,288,217,3,28
gsm8k-test-00742-95e59e61,0,0,4,100,261,288,48,48
gsm8k-test-00743-fb18ba51,1,0,3,111,111,288,8,2
gsm8k-test-00744-bad1d10b,1,1,3,3,130,130,4,4
gsm8k-test-00745-dc3605a7,0,0,6,6,147,244,6500,-100
gsm8k-test-00746-689d7d3c,1,0,4,80,206,284,28,18
gsm8k-test-00747-8e86f442,1,0,83,85,288,288,350,30
gsm8k-test-00748-1c0a1d69,0,1,94,5,288,204,56,336
gsm8k-test-00749-fd001056,0,1,3,3,137,155,6,3
gsm8k-test-00750-dc3dfb9c,0,0,6,6,263,168,1680,4480
gsm8k-test-00751-314249fd,0,0,4,87,159,288,37,18.5
gsm8k-test-00752-bc12ef01,0,0,5,6,149,143,300,100
gsm8k-test-00753-3e007067,0,0,97,112,288,288,42,8
gsm8k-test-00754-1dd8f2b1,0,0,24,5,244,179,88.75,156
gsm8k-test-00755-95bbb52f,0,0,3,118,96,288,5,1
gsm8k-test-00756-c4a4f57c,1,1,4,4,168,207,22,22
gsm8k-test-00757-722e050a,1,0,51,57,288,288,75,7
gsm8k-test-00758-86462eb3,1,0,5,84,142,288,133,140
gsm8k-test-00759-607368c7,0,0,6,89,177,288,3000,20
gsm8k-test-00760-65a55bc0,0,0,77,78,288,288,60,60
gsm8k-test-00761-30f42be1,0,0,3,89,194,288,9,3
gsm8k-test-00762-27925cd4,0,0,107,104,288,288,70,70
gsm8k-test-00763-5af878f1,0,1,5,5,262,195,125,100
gsm8k-test-00764-084577c4,0,0,114,115,288,288,5,5
gsm8k-test-00765-81c84c1b,0,0,105,97,288,288,90,200
gsm8k-test-00766-466d789a,1,1,4,4,196,153,12,12
gsm8k-test-00767-9f478744,0,0,4,4,261,236,12,83
gsm8k-test-00768-fbfe67e3,0,0,87,100,288,288,300,300
gsm8k-test-00769-2fec24d0,0,0,5,4,262,175,105,90
gsm8k-test-00770-6b14d2eb,1,0,3,3,260,172,4,3
gsm8k-test-00771-c21f6c55,1,1,3,3,227,201,3,3
gsm8k-test-00772-41150db1,0,0,4,8,261,264,33,58.33
gsm8k-test-00773-9fc2936a,0,0,96,96,288,288,2,2
gsm8k-test-00774-9c5b83ca,0,0,99,84,288,288,75,2
gsm8k-test-00775-7e596029,1,1,5,5,209,243,276,276
gsm8k-test-00776-d0ec8da1,0,0,76,85,288,288,20,20
gsm8k-test-00777-03c26363,0,0,94,91,288,288,10,60
gsm8k-test-00778-c7d44bb9,0,1,99,7,288,180,12.00,38.00
gsm8k-test-00779-82d3577a,0,0,11,42,263,288,600,0.435
gsm8k-test-00780-47b9c582,0,0,80,4,288,261,120,55
gsm8k-test-00781-611e204d,0,0,103,98,288,288,64,64
gsm8k-test-00782-ff7424c7,0,0,4,89,261,288,45,30
gsm8k-test-00783-7080a92d,0,0,4,4,261,261,19,24
gsm8k-test-00784-ecfd91c7,0,0,5,6,206,229,150,7.50
gsm8k-test-00785-92db5dc5,0,0,106,5,288,230,140,229
gsm8k-test-00786-fc62af6c,1,1,5,5,262,262,142,142
gsm8k-test-00787-33d94782,1,1,4,4,121,152,25,25
gsm8k-test-00788-b3787649,0,0,5,123,103,288,275,250
gsm8k-test-00789-e24a0d41,0,0,3,134,159,288,3,32
gsm8k-test-00790-6514f3a1,0,0,4,4,137,187,12,54
gsm8k-test-00791-53afc302,0,0,82,90,288,288,4,47
gsm8k-test-00792-93fb6bac,0,0,74,74,288,288,10,2
gsm8k-test-00793-671b13da,0,1,5,5,262,212,190,250
gsm8k-test-00794-3818544e,0,0,4,117,121,288,50,12
gsm8k-test-00795-a1e95569,1,1,94,94,288,288,20,20
gsm8k-test-00796-0019309e,0,0,8,8,148,156,240000,240000
gsm8k-test-00797-656e874e,0,1,5,13,262,263,6.5,540
gsm8k-test-00798-6a350e5b,0,0,3,5,234,205,0,190
gsm8k-test-00799-d18b9076,1,0,3,97,170,288,4,3
gsm8k-test-00800-c0b133c1,0,1,7,5,243,182,422.5,428
gsm8k-test-00801-8677ae8d,0,0,110,6,288,155,1000,1120
gsm8k-test-00802-8b47e7be,0,0,3,3,176,226,5,5
gsm8k-test-00803-f86655f6,0,0,4,14,261,264,14,1260
gsm8k-test-00804-b3ea54b9,0,0,113,97,288,288,60,2
gsm8k-test-00805-67a3beb0,0,1,85,90,288,288,600,1170
gsm8k-test-00806-9572ca84,0,0,7,6,263,262,1.88,188
gsm8k-test-00807-027d66b3,1,0,10,3,261,197,4,2
gsm8k-test-00808-a2520553,0,0,15,5,265,191,9.625,0.5
gsm8k-test-00809-b0141f90,1,0,4,121,92,288,50,100
gsm8k-test-00810-26b92d9e,0,0,8,106,265,288,163840,40960
gsm8k-test-00811-67edeb0d,0,1,4,141,84,288,59,60
gsm8k-test-00812-59955040,0,0,93,5,288,262,101,100
gsm8k-test-00813-c013f4f6,0,0,4,4,261,192,32,17
gsm8k-test-00814-adc4de60,0,0,107,104,288,288,3.5,1
gsm8k-test-00815-32471742,0,1,3,3,260,260,3,4
